collection [http://www.w3.org/2004/02/skos/core#definition];name [http://www.w3.org/2004/02/skos/core#narrower];definition [Entity];description [http://www.w3.org/2004/02/skos/core#broader];http://www.w3.org/2004/02/skos/core#prefLabel;http://www.w3.org/2004/02/skos/core#note
'http://w3id.org/glosis/model/procedure/pSAProcedure';'hydrometer-disp-spec';http://w3id.org/glosis/model/procedure/pSAProcedure-hydrometer-disp-spec;'Spectrally predicted based on measurments with the hydrometer (bouyoucos) method with appropriate dispersion of the primary particles and pretreatment to remove cementing particles (organic matter, carbonates)';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'hydrometer (bouyoucos)-dispersion-spectral'
'http://w3id.org/glosis/model/procedure/pSAProcedure';'hydrometer-nodisp';http://w3id.org/glosis/model/procedure/pSAProcedure-hydrometer-nodisp;'Particle size analysis with hydrometer (bouyoucos) method with no dispersion of the primary particles and removal of cementing particles (organic matter, carbonates)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'hydrometer (bouyoucos)-no_dispersion'
'http://w3id.org/glosis/model/procedure/pSAProcedure';'hydrometer-nodisp-spec';http://w3id.org/glosis/model/procedure/pSAProcedure-hydrometer-nodisp-spec;'Spectrally predicted based on measurments with the hydrometer (bouyoucos) method with no dispersion of the primary particles and pretreatment to remove cementing particles (organic matter, carbonates)';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'hydrometer (bouyoucos)-no_dispersion-spectral'
'http://w3id.org/glosis/model/procedure/pSAProcedure';'hydrometer-unkdisp';http://w3id.org/glosis/model/procedure/pSAProcedure-hydrometer-unkdisp;'Particle size analysis with hydrometer (bouyoucos) method unknown dispersion of the primary particles and pretreatment to remove cementing particles (organic matter, carbonates)';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'hydrometer (bouyoucos)-unknown_dispersion'
'http://w3id.org/glosis/model/procedure/pSAProcedure';'hydrometer-unkdisp-spec';http://w3id.org/glosis/model/procedure/pSAProcedure-hydrometer-unkdisp-spec;'Spectrally predicted based on measurments with the hydrometer (bouyoucos) method unknown dispersion of the primary particles and pretreatment to remove cementing particles (organic matter, carbonates)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'hydrometer (bouyoucos)-unknown_dispersion-spectral'
'http://w3id.org/glosis/model/procedure/carbonInorganicProcedure';'InOrgC_calcul-caco3';http://w3id.org/glosis/model/procedure/carbonInorganicProcedure-InOrgC_calcul-caco3;'Indirect estimate from total carbonate equivalent, with a factor of 0.12 (molar weights: CaCO3 100g/mol, C 12g/mol)';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'InOrgC_calcul-caco3'
'http://w3id.org/glosis/model/procedure/carbonInorganicProcedure';'InOrgC_calcul-tc-oc';http://w3id.org/glosis/model/procedure/carbonInorganicProcedure-InOrgC_calcul-tc-oc;'Indirect estimate (total carbon minus organic carbon = inorganic carbon)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'InOrgC_calcul-tc-oc'
'http://w3id.org/glosis/model/procedure/hydraulicConductivityProcedure';'Ksat_bhole';http://w3id.org/glosis/model/procedure/hydraulicConductivityProcedure-Ksat_bhole;'Saturated hydraulic conductivity. Bore hole method';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'Ksat_bhol'
'http://w3id.org/glosis/model/procedure/hydraulicConductivityProcedure';'KSat_calcul-ptf';http://w3id.org/glosis/model/procedure/hydraulicConductivityProcedure-KSat_calcul-ptf;'Saturated hydraulic conductivity.';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'KSat_calcul-ptf'
'http://w3id.org/glosis/model/procedure/hydraulicConductivityProcedure';'KSat_calcul-ptf-genuchten';http://w3id.org/glosis/model/procedure/hydraulicConductivityProcedure-KSat_calcul-ptf-genuchten;'Saturated and not saturated hydraulic conductivity.';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'KSat_calcul-ptf-genucht'
'http://w3id.org/glosis/model/procedure/hydraulicConductivityProcedure';'KSat_calcul-ptf-saxton';http://w3id.org/glosis/model/procedure/hydraulicConductivityProcedure-KSat_calcul-ptf-saxton;'Saturated hydraulic conductivity.';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'KSat_calcul-ptf-saxto'
'http://w3id.org/glosis/model/procedure/hydraulicConductivityProcedure';'Ksat_column';http://w3id.org/glosis/model/procedure/hydraulicConductivityProcedure-Ksat_column;'Saturated hydraulic conductivity. Permeability in cm/hr determined in column filled with fine earth fraction';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'Ksat_colum'
'http://w3id.org/glosis/model/procedure/hydraulicConductivityProcedure';'Ksat_dblring';http://w3id.org/glosis/model/procedure/hydraulicConductivityProcedure-Ksat_dblring;'Saturated hydraulic conductivity. Double ring method';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'Ksat_dblring'
'http://w3id.org/glosis/model/procedure/hydraulicConductivityProcedure';'Ksat_invbhole';http://w3id.org/glosis/model/procedure/hydraulicConductivityProcedure-Ksat_invbhole;'Saturated hydraulic conductivity. Inverse bore hole method';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'Ksat_invbhol'
'http://w3id.org/glosis/model/procedure/pSAProcedure';'laser-disp';http://w3id.org/glosis/model/procedure/pSAProcedure-laser-disp;'Particle size analysis with laser diffraction with appropriate disperson of the primary particles and pretreatment to remove cementing particles (organic matter, carbonates)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'laser diffraction-dispersion'
'http://w3id.org/glosis/model/procedure/pSAProcedure';'laser-disp-spec';http://w3id.org/glosis/model/procedure/pSAProcedure-laser-disp-spec;'Spectrally predicted based on measurments with laser diffraction analysis with appropriate disperson of the primary particles and pretreatment to remove cementing particles (organic matter, carbonates)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'laser diffraction-dispersion-spectral'
'http://w3id.org/glosis/model/procedure/pSAProcedure';'laser-nodisp';http://w3id.org/glosis/model/procedure/pSAProcedure-laser-nodisp;'Particle size analysis with laser diffraction with no dispersion of the primary particles and pretreatment to remove cementing particles (organic matter, carbonates)';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'laser diffraction-no_dispersion'
'http://w3id.org/glosis/model/procedure/pSAProcedure';'laser-nodisp-spec';http://w3id.org/glosis/model/procedure/pSAProcedure-laser-nodisp-spec;'Spectrally predicted based on measurments with laser diffraction analysis with no dispersion of the primary particles and pretreatment to remove cementing particles (organic matter, carbonates)';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'laser diffraction-no_dispersion-spectral'
'http://w3id.org/glosis/model/procedure/pSAProcedure';'laser-unkdisp';http://w3id.org/glosis/model/procedure/pSAProcedure-laser-unkdisp;'Particle size analysis with laser diffraction with unknown dispersion of the primary particles and pretreatment to remove cementing particles (organic matter, carbonates)';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'laser diffraction-unknown_dispersion'
'http://w3id.org/glosis/model/procedure/pSAProcedure';'laser-unkdisp-spec';http://w3id.org/glosis/model/procedure/pSAProcedure-laser-unkdisp-spec;'Spectrally predicted based on measurments with laser diffraction analysis with unknown dispersion of the primary particles and pretreatment to remove cementing particles (organic matter, carbonates)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'laser diffraction-unknown_dispersion-spectral'
'http://w3id.org/glosis/model/procedure/carbonOrganicProcedure';'OrgC_acid-dc';http://w3id.org/glosis/model/procedure/carbonOrganicProcedure-OrgC_acid-dc;'Acidified dry combustion or dry oxidation methods (after removal of carbonates)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'OrgC_acid-dc'
'http://w3id.org/glosis/model/procedure/carbonOrganicProcedure';'OrgC_acid-dc-ht';http://w3id.org/glosis/model/procedure/carbonOrganicProcedure-OrgC_acid-dc-ht;'Acidified. Dry combustion at 1200 C and colometric CO2 measurement (Schlichting et al. 1995)';'Schlichting E, Blume HP, Stahr K (1995) Soils Practical (in German). Blackwell, Berlin';'OrgC_acid-dc-ht'
'http://w3id.org/glosis/model/procedure/carbonOrganicProcedure';'OrgC_acid-dc-ht-analyser';http://w3id.org/glosis/model/procedure/carbonOrganicProcedure-OrgC_acid-dc-ht-analyser;'Acidified. Furnace combustion (e.g., LECO combustion analyzer, Dumas method)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'OrgC_acid-dc-ht-analyser'
'http://w3id.org/glosis/model/procedure/carbonOrganicProcedure';'OrgC_acid-dc-lt';http://w3id.org/glosis/model/procedure/carbonOrganicProcedure-OrgC_acid-dc-lt;'Acidified. Dry combustion at 500 C';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'OrgC_acid-dc-lt'
'http://w3id.org/glosis/model/procedure/carbonOrganicProcedure';'OrgC_acid-dc-lt-loi';http://w3id.org/glosis/model/procedure/carbonOrganicProcedure-OrgC_acid-dc-lt-loi;'Acidified. Loss on ignition (NL)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'OrgC_acid-dc-lt-loi'
'http://w3id.org/glosis/model/procedure/carbonOrganicProcedure';'OrgC_acid-dc-mt';http://w3id.org/glosis/model/procedure/carbonOrganicProcedure-OrgC_acid-dc-mt;'Acidified. Dry combustion at 840 C';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'OrgC_acid-dc-mt'
'http://w3id.org/glosis/model/procedure/carbonOrganicProcedure';'OrgC_acid-dc-spec';http://w3id.org/glosis/model/procedure/carbonOrganicProcedure-OrgC_acid-dc-spec;'Spectrally measured and converted to Acidified dry combustion or dry oxidation methods (after removal of carbonates)';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'OrgC_acid-dc-spec'
'http://w3id.org/glosis/model/procedure/carbonOrganicProcedure';'OrgC_calcul-tc-ic';http://w3id.org/glosis/model/procedure/carbonOrganicProcedure-OrgC_calcul-tc-ic;'Calculated as total carbon minus inorganic carbon';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'OrgC_calcul-tc-ic'
'http://w3id.org/glosis/model/procedure/carbonOrganicProcedure';'OrgC_dc';http://w3id.org/glosis/model/procedure/carbonOrganicProcedure-OrgC_dc;'Unacidified. Dry combustion or dry oxidation methods (without prior removal of carbonates)';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'OrgC_dc'
'http://w3id.org/glosis/model/procedure/carbonOrganicProcedure';'OrgC_dc-ht';http://w3id.org/glosis/model/procedure/carbonOrganicProcedure-OrgC_dc-ht;'Unacidified. Dry combustion at high temperature (e.g. 1200 C and colometric CO2 measurement (Schlichting et al. 1995)';'Schlichting E, Blume HP, Stahr K (1995) Soils Practical (in German). Blackwell, Berlin';'OrgC_dc-ht'
'http://w3id.org/glosis/model/procedure/carbonOrganicProcedure';'OrgC_dc-ht-analyser';http://w3id.org/glosis/model/procedure/carbonOrganicProcedure-OrgC_dc-ht-analyser;'Unacidified. Dry combustion by furnace (e.g., LECO combustion analyzer, Dumas method). Is total Carbon?';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'OrgC_dc-ht-analyser'
'http://w3id.org/glosis/model/procedure/carbonOrganicProcedure';'OrgC_dc-lt';http://w3id.org/glosis/model/procedure/carbonOrganicProcedure-OrgC_dc-lt;'Unacidified. Dry combustion at low temperature e.g. 500 C';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'OrgC_dc-lt'
'http://w3id.org/glosis/model/procedure/carbonOrganicProcedure';'OrgC_dc-lt-loi';http://w3id.org/glosis/model/procedure/carbonOrganicProcedure-OrgC_dc-lt-loi;'Unacidified. Loss on ignition (NL) is total Organic Carbon';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'OrgC_dc-lt-loi'
'http://w3id.org/glosis/model/procedure/carbonOrganicProcedure';'OrgC_dc-mt';http://w3id.org/glosis/model/procedure/carbonOrganicProcedure-OrgC_dc-mt;'Unacidified. Dry combustion at medium temperature e.g. 840 C';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'OrgC_dc-mt'
'http://w3id.org/glosis/model/procedure/carbonOrganicProcedure';'OrgC_dc-spec';http://w3id.org/glosis/model/procedure/carbonOrganicProcedure-OrgC_dc-spec;'Spectrally measured and converted to Unacidified Dry combustion or dry oxidation methods';"'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'	'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'";'OrgC_dc-spec'
'http://w3id.org/glosis/model/procedure/carbonOrganicProcedure';'OrgC_wc';http://w3id.org/glosis/model/procedure/carbonOrganicProcedure-OrgC_wc;'Wet oxidation or wet combustion methods';;'OrgC_wc'
'http://w3id.org/glosis/model/procedure/carbonOrganicProcedure';'OrgC_wc-cro3-jackson';http://w3id.org/glosis/model/procedure/carbonOrganicProcedure-OrgC_wc-cro3-jackson;'Wet oxidation according to Jackson (1958) with chromic acid digestion';'Jackson, M. L. (1958) Soil Chemical Analysis. Prentice-Hall, Englewood Cliffs, New Jersey.';'OrgC_wc-cro3-jackso'
'http://w3id.org/glosis/model/procedure/carbonOrganicProcedure';'OrgC_wc-cro3-kalembra';http://w3id.org/glosis/model/procedure/carbonOrganicProcedure-OrgC_wc-cro3-kalembra;'Wet oxidation according to Kalembra and Jenkinson (1973) with acid dichromate';'https://doi.org/10.1002/jsfa.2740240910';'OrgC_wc-cro3-kalembra'
'http://w3id.org/glosis/model/procedure/carbonOrganicProcedure';'OrgC_wc-cro3-knopp';http://w3id.org/glosis/model/procedure/carbonOrganicProcedure-OrgC_wc-cro3-knopp;'Wet oxidation according to Knopp with chromic acid and gravimetric determination of CO2';"'Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.'	'https://www.isric.org/sites/default/files/isric_report_2014_01.pdf'";'OrgC_wc-cro3-knopp'
'http://w3id.org/glosis/model/procedure/carbonOrganicProcedure';'OrgC_wc-cro3-kurmies';http://w3id.org/glosis/model/procedure/carbonOrganicProcedure-OrgC_wc-cro3-kurmies;'Wet oxidation according to Kurmies with K2Cr2O7+H2SO4';'B. KURMIES, Z. Pflanzenernï¿½ï¿½ï¿½ï¿½ï¿½ï¿½hr. Dung. u Bodenk.;'OrgC_wc-cro3-kurmies'
'http://w3id.org/glosis/model/procedure/carbonOrganicProcedure';'OrgC_wc-cro3-nelson';http://w3id.org/glosis/model/procedure/carbonOrganicProcedure-OrgC_wc-cro3-nelson;'Wet oxidation according to Nelson and Sommers (1996)';'Nelson and Sommers (1996) in: Sparks DL (ed.). Soil Sci. Soc. Am. book series 5, part 3, pp 961-1010.';'OrgC_wc-cro3-nelso'
'http://w3id.org/glosis/model/procedure/carbonOrganicProcedure';'OrgC_wc-cro3-nrcs6a1c';http://w3id.org/glosis/model/procedure/carbonOrganicProcedure-OrgC_wc-cro3-nrcs6a1c;'Wet oxidation according to USDA-NRCS method 6A1c with acid dichromate digestion, FeSO4 titration, automatic titrator';'https://www.nrcs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb1253872.pdf';'OrgC_wc-cro3-nrcs6a1c'
'http://w3id.org/glosis/model/procedure/carbonOrganicProcedure';'OrgC_wc-cro3-tiurin';http://w3id.org/glosis/model/procedure/carbonOrganicProcedure-OrgC_wc-cro3-tiurin;'Wet oxidation according to Tiurin with K-dichromate';'I. V. TIURIN, Pochvovodenie (Pedology), (1931) 36.';'OrgC_wc-cro3-tiuri'
'http://w3id.org/glosis/model/procedure/carbonOrganicProcedure';'OrgC_wc-cro3-walkleyblack';http://w3id.org/glosis/model/procedure/carbonOrganicProcedure-OrgC_wc-cro3-walkleyblack;'Walkley-Black method (chromic acid digestion)';'Walkley, A. and I. A. Black. 1934.ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½An Examination of Degtjareff Method for Determining Soil Organic Matter and a Proposed Modification of the Chromic Acid Titration Method. Soil S;'OrgC_wc-cro3-walkleyblack'
